en|two episodes but due to an internet campaign, EastEnders made her a recurring character in
en|Furthermore, Dhingra has done the rounds of popular British TV by making appearances in The
en|She has also appeared in comedy shows Life Isn't All Ha Ha Hee Hee as
en|Auntie Bindu and Grease Monkeys as Pinky Alluwahlia, and film East is East as Mrs.
en|"The One with the Cast of Night Court" is the third episode of the third
en|season of the American television comedy series 30 Rock. It was written by co-executive producer
en|Jack Burditt, and directed by Gail Mancuso. The episode originally aired on the National Broadcasting
en|The episode received mixed reception from television critics. According to the Nielsen ratings system, it
en|was watched by 7.5 million households during its original broadcast, and received a 4.6 rating/7 share
en|among viewers in the 18–49 demographic. For her performance in this episode, Jennifer Aniston received
en|a Primetime Emmy Award nomination in the category for Outstanding Guest Actress in a Comedy
en|Liz Lemon (Tina Fey) and Jenna Maroney (Jane Krakowski) await the arrival of their old
en|Chicago roommate, Claire Harper (Jennifer Aniston). The two are not thrilled with her visit as
en|they find her exhausting to be around. Immediately, their boss Jack Donaghy (Alec Baldwin) is
en|attracted to Claire, but Liz tells him not to get involved with her. Jack, however,
en|reveals to Liz that the two have already slept together. At a General Electric formal
en|function, Claire surprises Jack by singing a sexy rendition of "Happy Birthday" to him, an
en|allusion to Marilyn Monroe's performance for John F. Kennedy's birthday. He tells her that she
en|needs to leave, so Claire loudly threatens to kill herself. To help Jack, Liz gets
en|Claire to abandon her plans with Jack and instead go out nightclubbing with her and
en|Jenna. At the club, Claire does not show up, which prompts Liz to call Jack
en|to warn him about potential danger. He finds Claire inside his apartment and ends up
en|sleeping with her again. When asked to choose between Liz and Claire, Jack chooses Claire,
en|Meanwhile, NBC page Kenneth Parcell (Jack McBrayer) is not happy with the new page uniforms.
en|Wanting to see Kenneth happy again, Tracy Jordan (Tracy Morgan) gets actors Harry Anderson, Markie
en|Post, and Charlie Robinson from the television show Night Court to come to 30 Rock,
en|where Anderson and Post agree to stage the wedding of their respective characters, Judge Harry
en|Stone and Christine Sullivan. Kenneth is excited when he finds out that he can finally
en|see the Night Court wedding, which never occurred before the show was canceled by the
en|network. When a conflict between Anderson and Post ensues, it seems that the wedding will
en|not take place. However, Anderson and Post make up and rehearse. As Tracy and Kenneth
en|finish taping the final scenes of Harry and Christine's wedding, Harry declares it illegal to
en|wear the new page uniforms and demands the old ones be brought back. Tracy tells
en|Kenneth that he added that part in the script as he complained to Kenneth's superiors
en|"The One with the Cast of Night Court" was written by co-executive producer Jack Burditt,
en|and directed by Gail Mancuso. This was Burditt's eighth writing credit, and was Mancuso's fourth
en|directed episode. It originally aired on NBC in the United States on November 13, 2008,
en|as the third episode of the show's third season. Its title, "The One...", is the
en|In August 2008, it was announced that actress Jennifer Aniston would guest star on 30
en|Rock. The following month it was confirmed by NBC that she would play a woman
en|obsessed with Alec Baldwin's character, Jack Donaghy. She filmed her scenes on August 29 and
en|September 4, 2008. In November 2008, it was announced that actors Markie Post, Harry Anderson
en|and Charlie Robinson, the cast of the situation comedy show Night Court, would make a
en|Two filmed scenes from "The One with the Cast of Night Court" were cut out
en|from the airing. Instead, the scenes were featured on 30 Rock's season 3 DVD as
en|part of the deleted scenes in the Bonus feature. In the first scene, Liz and
en|Jenna recall their wild nights with Claire, including when Jenna and Claire danced around an
en|opened fire hydrant, while Liz tells them that she does not feel safe. They also
en|remember when they crashed a Polish wedding, in which Claire is seen dancing around a
en|group of men. In the second scene, Harry Anderson is in Tracy's dressing room, after
en|leaving rehearsal. Tracy enters to convince him to make up with Markie Post. In another
en|room, Kenneth is seen with Markie Post. Anderson complains to Tracy about Post, as does
en|Post about Anderson to Kenneth. Tracy tells him to forget about the past and fulfill
en|Kenneth's dreams of a Night Court wedding to make Kenneth happy, as he is displeased
en|In its original American broadcast, "The One with the Cast of Night Court" was watched
en|by 7.5 million households, according to the Nielsen ratings system. It received a 4.6 rating/7 share
en|among viewers in the 18–49 demographic, meaning that 4.6% of all people in that group,
en|and 7% of all people from that group watching television at the time, watched the
en|episode. This was a decrease from the previous episode, "Believe in the Stars", which was
en|watched by 8.0 million American viewers. This episode was the tenth highest-rated show on the NBC
en|network during the week of November 10–16, 2008. Jennifer Aniston received a Primetime Emmy Award
en|nomination for Outstanding Guest Actress in a Comedy Series at the 61st Primetime Emmy Awards
en|for her work in this episode, but lost to Tina Fey for her satirical portrayal
en|Since airing, "The One with the Cast of Night Court" has received mixed reception from
en|television critics. Nathan Rabin of The A.V. Club wrote that the episode was "kooky, ooky
en|and over-the-top" and enjoyed every minute of it. "For the more esoteric viewer, it's a
en|milestone episode", said The Age's Farah Farouque. Cameron Adams for the Herald Sun called the
en|episode hilarious, while The Boston Globe's Matthew Gilbert felt that it was flaccid and cliched.
en|IGN contributor Robert Canning said that the episode "did have its moments" and that the
en|storylines "had their potential, and their share of laughs, but I can't help but feel
en|they both could have been so much more." He opined that the Kenneth and Tracy
en|story was "more up 30 Rock's style" but that it was a shame that the
en|story could not "quite knock the concept out of the park." Overall, Canning rated "The
en|One with the Cast of Night Court" a 7.9 out of 10. Jeff Labrecque for
en|Critical opinion was divided on Aniston's performance as Claire. TV Guide's Matt Mitovich wrote that
en|Aniston "looked sweet, but the role was juuuuust a bit much ... [and] over-the-top." Jeremy Medina
en|of Paste said that the show did not really seem to know what to do
en|with Aniston in this episode. Tom Stempel for Slant Magazine said 30 Rock was "smart
en|enough" not to make Claire resemble Aniston's former television character, Rachel, from Friends. Further in
en|his review, Stempel said that Claire was a "great choice of character" for Aniston to
en|play, and praised her for knocking the role "out of the park." Kerrie Murphy for
en|The Australian was equally positive noting that Aniston fits in smoothly as Liz's former roommate.
en|Murphy added, "Not only is it a reminder that Aniston is a gifted comic actor
en|Bob Sassone of AOL's TV Squad enjoyed the cameos of Harry Anderson, Markie Post, and
en|Charles Robinson in the episode. Robert Philpot for the Fort Worth Star-Telegram wrote that the
en|Night Court cast stole the show from Aniston. Television columnist Alan Sepinwall for The Star-Ledger
en|wrote that he "got a much bigger kick out" of the Night Court story. Medina,
en|who wrote that the episode was "mostly a success", disliked the Night Court subplot, claiming
en|Ammar al-Beik (born ion December 17, 1972), is a Syrian photographer, filmmaker, and a conceptual
en|Al-Beik was born and grew up in Damascus, Syria, from where he has been exiled
en|Al-Beik's artistic career stems from unconventional roots. His love for photography intensified after leaving the
en|University of Damascus where he was pursuing a degree in business administration in order to
en|work at a camera repair shop for ten years during the 1990s. It is there
en|where he received his formal training in the medium, exploring various methods and approaches while
en|becoming an expert in photographic equipment. He has been exhibiting his photographs since the mid
en|1990s, at a time when he simultaneously began an impressive career in filmmaking. Taking his
en|cinematic works to the international stage, he has earned critical acclaim from audiences and juries
en|His choice for cinema was a choice of life, a choice of rebellion through the
en|reality of its political, social and artistic means. al-Beik's early cinematic works, such as “Light
en|Harvest” (1997) and “They Were Here” (2000), provide evidence of his strong foundation in photography,
en|as nearly each scene results in the perfect still, acting fundamentally as a sequence of
en|Having participated in screenings worldwide since 1999, his films have been featured at such events
en|His invitation to the 63rd Annual Venice Film Festival - Official Selection (2006), was a
en|first in the history of Syrian cinema, where he received the Provincia Autonoma di Trento
en|Doc/It- Award for his film “I Am the One Who Brings Flowers to Her Grave”.
en|Since then, this film has been touring the world to be screened in the most
en|prestigious film festivals and events including Berlin, Locarno, Rotterdam, the MoMA and the Centre Pompidou.
en|Among other awards, al-Beik won The Liege Mayor Award at the 7th Liege International Video
en|Film Festival for his film ‘Light Harvest' (2000) in Belgium, as well as the Jury
en|Prize in the 11th Brisbane International Film Festival for 'When I Color My Fish' (2002)
en|in Australia, and a special reward from the International Federation for Cinema Club "FICC" for
en|In just a little over a decade al-Beik has become one of the region's leading
en|Equally accomplished in both genres, his photographs have been shown in venues throughout the Middle
en|East, Europe and the US. Since joining Ayyam gallery in 2007, al-Beik has participated in
en|As a result of his great artistic range and background, al-Beik's photographs possess a cinematic
en|quality that can only be found amidst the portfolio of a seasoned image-maker. Forever embracing
en|experimentation, he works with an assortment of techniques. Often materializing in the form of large
en|ultra-chrome prints, his photographs toy with the manipulation of light and contrast and delve into
en|the art of visual storytelling, holding the narrative of his subjects up with careful scrutiny
en|Ammar Al Beik's artworks are in important institutions and private collections such as the Los
en|Delving into installation art since 2010, al-Beik has done so with the urgent need to
en|fill a certain void and the desire to ignite the shock of an initial meeting
en|between the viewer and the work within an immersion in the details of a guarded
en|space.“Colored Earth... Black Chainsaw”, “Oil Leaks” and “Boya Boya Boya” along with other overly political
en|works that incorporate elements of video, painting, sculpture and animation are some of his most
en|In 2011, he returned to the Venice Film Festival - Official Selection again with the
en|short film “The Sun’s Incubator”, a work that explores the domestic effects of the ‘Arab
en|Spring’, to become the first Syrian filmmaker participating twice in this festival. Since then, this
en|film has participated in more than 50 film festivals including the Palais de Tokyo, Berlin,
en|Rotterdam and São Paulo, and has received several awards, among them the Jury Award at
en|Most recently al-Beik had a solo exhibit at Museum Neukölln, Berlin, Germany (2017) titled "Lost
en|Images Damascus, Berlin", worth to mention that Metropolis program on ARTE did a special episode
en|In 2017, al-Beik participated in the "Sanctuary" exhibit invited by For-Site Foundation, where 36 artists
en|from 21 different countries to design contemporary rugs reflecting on sanctuary, offering visitors a multiplicity
en|2006: I am The One Who Brings Flowers To Her Grave, Co Produced & Directed
en|Ann Fenwick (1724 – 28 April 1777) was a British Roman Catholic litigant and heir.
en|She was left great wealth and defended her rights at the House of Lords when
en|her brother-in-law tried to take advantage of the fact that she was neither male nor
en|Fenwick was born into a wealthy family. Her parents were Thomas and Ann (Dowbiggin) Bennison.
en|They had moved into Hornby Hall in 1735. An early picture by Arthur Devis records
en|them arriving in their new home. Thomas died soon after it was built and his
en|will left his house and fortune to his daughter Ann. His wife and Ann's mother
en|was the executor. In 1737 her fortune increased when an uncle died and left her
en|Her mother was Catholic and an educated woman whose father had been a leading lawyer.
en|Her mother looked after the property until her daughter was twenty-one. She married a Protestant
en|named John Fenwick in 1752 and her fortune was assigned temporarily to her husband to
en|increase his collateral. However, in 1757, her husband died whilst hunting and the property was
en|still in his name. Meanwhile, Ann was dying of cancer in her home of Hornby
en|Hall. However, the property was destined for her brother-in-law, Thomas Wilson, who was a Gray's
en|Inn barrister and took his brother's surname of Fenwick. The ownership of Hornby Hall was
en|in dispute and Ann accepted an offer from her brother-in-law in 1759. He offered to
en|let her have the use of the hall for her lifetime, a sum of £3,000
en|and an annuity of £400 per year. Her brother-in-law's career went well and in 1768
en|However, the £400 per year failed to arrive on time, or at all, and Ann
en|Fenwick went to the courts to enforce the agreement in 1770 since she faced debtor's
en|prison. Her case was undermined because Thomas Fenwich used his status as an MP and
en|she was a Catholic — the law discriminated against litigants who were not Protestants. Despite
en|this, Ann won her case and was awarded £18,000. Her brother-in-law objected to the decision
en|and Ann had to appeal to the House of Lords in 1772. Her brother-in-law lost
en|the case and the support that had enabled him to be an MP. He was
en|Fenwick's mother was Catholic, and it was a major part or her life that she
en|greatly enjoyed. In 1762 when her mother died, she lost her good health and she
en|brought a Douai trained priest named Thomas Butler to Hornby where he celebrated mass. Butler
en|celebrated mass in Claughton. Despite marrying a Protestant, she reached out to Catholics such as
en|Fenwick died in Hornby Hall on 28 April 1777, leaving detailed wills. She was buried
en|with her parents in St Wilfrid's Church, Melling. Historian John Lingard began an association with
en|Gideon is a fictional character, a mutant supervillain appearing in American comic books published by
en|Marvel Comics. He was created by Rob Liefeld and Fabian Nicieza. Gideon was a member
en|of the Externals, a unique type of immortal mutant, and an adversary of the X-Men
en|Before Gideon's mutant powers emerged, he was a sailor with the Spanish armada sailing for
en|the Americas several hundred years ago. On one journey, he succumbed to scurvy and was
en|buried when the ship reached land. He awoke a few hours later, discovering his immortality.
en|Over several centuries, Gideon was able to amass a vast personal wealth. He also encountered
en|and allied himself with several other Externals. He became the owner and CEO of Ophrah
en|Industries in Denver, Colorado. At the end of the 20th century, the group began seeking
en|out their newest member, whom Gideon erroneously believed to be Roberto da Costa, a young
en|mutant who had joined the New Mutants, the junior division of the X-Men, and taken
en|the codename Sunspot. Gideon had known Roberto from a young age, having business relations with
en|his father, a wealthy Brazilian businessman. Gideon had his servant Eve poison Roberto's father Emmanuel,
en|and Gideon approached the boy, telling him he needed to take over his family's business.
en|Gideon later had AIM recreate Proteus. Gideon and Sunspot were later held captive by Arianna
en|Jankos, Black Tom Cassidy, and Juggernaut. Gideon then publicly declared Cable and X-Force to be
en|criminals. When the young superheroes known as the New Warriors broke into his home while
en|he was taking a bath in his Jacuzzi, Gideon defeated them in an impromptu skirmish
en|with their combined abilities. He then brutally tortured them to discover their agenda and to
en|Gideon mentored Sunspot for a short while, until it was discovered that not Sunspot but
en|his New Mutants teammate and best friend, Samuel Guthrie (a.k.a. Cannonball) was the new External
en|they had been seeking. Gideon met with the other Externals, and proposed to send Crule
en|to capture Cannonball. He contacted Crule, and then gave Sunspot over to one of his
en|scientific labs, where they experimented on him and augmented his powers (at the great risk
en|of killing him). Gideon forced Cannonball to promise not to interfere with External affairs in
en|Gideon attempted a hostile takeover of Genetech and the Taylor Foundation, but was thwarted by
en|Night Thrasher and was defeated by him in physical combat. Gideon witnessed the External Nicodemus's
en|death. Gideon was then offered a position with HYDRA, but refused and battled a HYDRA
en|strike force. He was aided in defeating them by Nick Fury and S.H.I.E.L.D. Gideon was
en|All of the Externals were eventually killed (except for Cannonball); Gideon was not spared and
en|Gideon mysteriously appeared alive and well in the not too distant future, working beside Ahab
en|against fellow External Cannonball (who was briefly killed by Ahab in the same issue). Later
en|while investigating a disturbance in the timestream caused by the premature death of Candra, Cable
en|travels back in time and discovers that Selene's attack on the other Externals did not
en|work as they thought, and that they were actually alive but being targeted by some
en|unknown assailant. Cable travels to Gideon's location and learns that he is still in stasis,
en|recovering from Selene's attack. Cable is confronted by the mysterious murderer, a time travelling Gideon
en|himself, who reveals that he spent 3,000 years in stasis and when he woke up,
en|humanity had changed considerably. Deciding to prevent this outcome, Gideon traveled back in time to
en|Gideon is a mutant who has the ability of Super Human Enhancement Assimilation: the power
en|to temporarily endow himself with the super powers of any beings in his proximity, whether
en|they are a superhuman, android, or mechanical battlesuit. He scans and replicates his target's energy
en|signatures and genetic templates, granting him a full understanding of the potential applications of the
en|powers he acquires and enabling him to overwhelm an opponent with a superior mastery of
en|Gideon was an External, meaning his aging process is greatly slowed and that he can
en|apparently regenerate injured or missing cells from even near-fatal injuries. He was granted with limited
en|immortality, only ended by an extremely mortal wound such as decapitation, by the Legacy Virus
en|(two Externals died by this method) or, in the case of his death, by a
en|He wears body armor, and has access to androids, advanced vehicles, and other advanced technology
en|In the alternate reality known as the Age of Apocalypse, Gideon was drafted to be
en|one of the Horsemen of Apocalypse. Gideon, alongside Sabretooth, Candra, Death and War, planned to
en|fire nuclear missiles at Cape Citadel. Gideon was selected to hack the computer system and
en|fire the missiles. He was interrupted by Magneto, who he nearly defeated, until Magneto drew
en|Guillermo Javier Saputo (born May 1, 1977 in José C. Paz Partido, Buenos Aires) is
en|a light middleweight boxer from Argentina, who represented his native country at two consecutive Summer
en|Olympics, starting in 1996 in Atlanta, Georgia. He also represented Argentina at the 1995 Pan
en|American Games and 1999 Pan American Games. Nicknamed "El Tano" and/or "El Caballero" he made
en|Pioneer Hotel & Gambling Hall (formerly Colorado Club) is a hotel and casino located on
en|the banks of the Colorado River in Laughlin, Nevada. It is known for its neon
en|cigarette-puffing "River Rick" marque. It was a sister property of the Pioneer Club in Las
en|What would become the Pioneer Hotel & Gambling Hall initially opened in 1979 as the
en|Colorado Club and was built by Tom Ward and Ed Nigro. In 1986, the casino
en|had the distinction of being the first casino to open a players' club for slot
en|The Hotel and Casino were purchased on January 9, 2004 by Archon Corporation. The current
en|owners continue utilizing the western theme that has been the signature of The Pioneer Club
en|since its inception. The casino added a new sports book, operated by Lucky's Race &
en|A new owner, The New Pioneer, LLC, assumed ownership on May 1, 2018. The casino
en|closed at that time for "refurbishment", although no timetable for its reopening has been announced.
en|River Rick is the name of the neon sign that resembles a cowboy that was
en|erected at the Pioneer Hotel & Gambling Hall in 1981. He is also referred to
en|When Margaret Elardi, owner of the Pioneer Club in Las Vegas, bought the Pioneer Club
en|Laughlin in 1981 she commissioned the River Rick neon sign to be built, which was
en|an almost exact copy of Vegas Vic found at the Pioneer Club in Las Vegas
en|River Rick was built by the same sign company (Young Electric Sign Company) that made
en|River Rick is one of three neon cowboys in Nevada, the others being Vegas Vic
en|White Shroud Poems: 1980–1985 is a book of poetry by American writer Allen Ginsberg. It
en|In mathematics, the resultant of two polynomials is a polynomial expression of their coefficients, which
en|is equal to zero if and only if the polynomials have a common root (possibly
en|in a field extension), or, equivalently, a common factor (over their field of coefficients). In
en|The resultant is widely used in number theory, either directly or through the discriminant, which
en|is essentially the resultant of a polynomial and its derivative. The resultant of two polynomials
en|with rational or polynomial coefficients may be computed efficiently on a computer. It is a
en|basic tool of computer algebra, and is a built-in function of most computer algebra systems.
en|It is used, among others, for cylindrical algebraic decomposition, integration of rational functions and drawing
en|The resultant of n homogeneous polynomials in n variables (also called multivariate resultant, or Macaulay's
en|resultant for distinguishing it from the usual resultant) is a generalization, introduced by Macaulay, of
en|the usual resultant. It is, with Gröbner bases, one of the main tools of effective
en|The resultant of two univariate polynomials A and B is commonly denoted res ⁡ (
en|In many applications of the resultant, the polynomials depend on several indeterminates and may be
en|considered as univariate polynomials in one of their indeterminates, with polynomials in the other indeterminates
en|as coefficients. In this case, the indeterminate that is selected for defining and computing the
en|commutative ring) of dimension i whose elements are the polynomials of degree strictly less than
en|is a linear map between two spaces of the same dimension. Over the basis of
en|the powers of x (listed in descending order), this map is represented by a square
en|matrix of dimension d + e, which is called the Sylvester matrix of A and
en|B (for many authors and in the article Sylvester matrix, the Sylvester matrix is defined
en|as the transpose of this matrix; this convention is not used here, as it breaks
en|which has e columns of ai and d columns of bj (the fact that the
en|first column of a's and the first column of b's have the same length, that
en|counted with their multiplicities, of A and B in any algebraically closed field containing the
en|integral domain.This is a straightforward consequence of the characterizing properties of the resultant that appear
en|below. In the common case of integer coefficients, the algebraically closed field is generally chosen
en|In this section and its subsections, A and B are two polynomials in x of
en|respective degrees d and e, and their resultant is denoted res ⁡ ( A ,
en|The resultant of two polynomials A and B of respective degrees d and e, with
en|coefficients in a commutative ring R, has the following properties that characterize the resultant, if
en|In other words, the resultant is the unique function of the coefficients of two polynomials
en|Let A and B be two polynomials of respective degrees d and e with coefficients
en|, which is also denoted φ . {\displaystyle \varphi .} With this notation, we have:
en|These properties are easily deduced from the definition of the resultant as a determinant. They
en|are mainly used in two situations. For computing a resultant of polynomials with integer coefficients,
en|it is generally faster to compute it modulo several primes and to retrieve the desired
en|resultant with Chinese remainder theorem. When R is a polynomial ring in other indeterminates, and
en|S is the ring obtained by specializing to numerical values some or all indeterminates of
en|R, these properties may be restated as if the degrees are preserved by the specialization,
en|the resultant of the specialization of two polynomials is the specialization of the resultant. This
en|This means that the property of the resultant being zero is invariant under linear and
en|These properties imply that in the Euclidean algorithm for polynomials, and all its variants (pseudo-remainder
en|sequences), the resultant of two successive remainders (or pseudo-remainders) differs from the resultant of the
en|initial polynomials by a factor which is easy to compute. Conversely, this allows one to
en|deduce the resultant of the initial polynomials from the value of the last remainder or
en|pseudo-remainder. This is the starting idea of the subresultant-pseudo-remainder-sequence algorithm, which uses the above formulae
en|for getting subresultant polynomials as pseudo-remainders, and the resultant as the last nonzero pseudo-remainder (provided
en|that the resultant is not zero). This algorithm works for polynomials over the integers or,
en|more generally, over an integral domain, without any division other than exact divisions (that is,
en|without involving fractions). It involves O ( d e ) {\displaystyle O(de)} arithmetic operations, while
en|the computation of the determinant of the Sylvester matrix with standard algorithms requires O (
en|be the polynomial ring over the integers defined by these indeterminates.The resultant res ⁡ (
en|A , B ) {\displaystyle \operatorname {res} (A,B)} is often called the generic resultant for
en|The generic resultant for the degrees d and e is homogeneous in various ways. More
en|For conspicuous gallantry and intrepidity in action above and beyond the call of duty. Col.
en|Wilbur prepared the plan for making contact with French commanders in Casablanca and obtaining an
en|armistice to prevent unnecessary bloodshed. On 8 November 1942, he landed at Fedala with the
en|leading assault waves where opposition had developed into a firm and continuous defensive line across
en|his route of advance. Commandeering a vehicle, he was driven toward the hostile defenses under
en|incessant fire, finally locating a French officer who accorded him passage through the forward positions.
en|He then proceeded in total darkness through 16 miles of enemy-occupied country intermittently subjected to
en|heavy bursts of fire, and accomplished his mission by delivering his letters to appropriate French
en|officials in Casablanca. Returning toward his command, Col. Wilbur detected a hostile battery firing effectively
en|on our troops. He took charge of a platoon of American tanks and personally led
en|them in an attack and capture of the battery. From the moment of landing until
en|the cessation of hostile resistance, Col. Wilbur's conduct was voluntary and exemplary in its coolness
en|One of his greatest contributions was researching and writing about the childhood and upbringing of
en|George Washington. The book is called, "The Making of George Washington," and he wrote it
en|The Dan are a Mande ethnic group from northwestern Ivory Coast and neighboring Liberia. There
en|are approximately 700,000 members of the group and their largest settlement is Man, Ivory Coast.
en|Neighboring peoples include the Krahn, Kpelle and Mano. They are officially known as Yacouba (or
en|Yakouba) in Ivory Coast. In Liberia, they are also known as Gio (Bassa for "slave"),
en|They speak the Dan language, a Southeast Mande language. The Dan are known for their
en|art, especially their mask rituals (Ge or Gle), as well as their secret society, Gor.
en|Gor (Dan for "leopard") is a peacemaking society, not to be confused with the brutal
en|The Dan originally came from the western Sudan region to the north, part of present-day
en|Mali and Guinea. The location and movements of the Dan, Mano and We can be
en|reconstructed from as early as the 8th century , at which time the Dan and
en|Mano were located in the savanna region of the northern Ivory Coast. In the tenth
en|century, political turmoil, population growth and land depletion caused the Dan to migrate south of
en|The Dan had a reputation as a fierce warrior society. One notable warrior chief was
en|Grougbay Zobaneeay, who fought and pushed the tribes that once live in the present day
en|Nimba County to as far as Loguatuo in Ivory Coast. Kipko Toh'ah-Gbeu drove the Kru
en|men from what is now called Tapitah, Nimba County (prior to the arrival of Chief
en|Tapeh); his last major war with the settlers was in Sanniquellie. He retired when he
en|was wounded in the Sanniquellie war. Kipho gave his daughter Lhe'kpahseu in marriage to Grougbay
en|Zobaneeay. Bho'Yaah, who lived in today's Garplay, Nimba County- in an alliance with Kipho Toh'Gbeu,
en|made a truce to quit fighting the settlers. He was actually one of the last
en|chief warriors of the Dan to have resisted the Americo-Liberian military push into Nimba. Gonsahn
en|Ghe'Gbeu was from Miampleu Yeezleu, Nimba County. He also drove the Kphelehs from Eastern Liberia.[citation
en|After Liberia became a nation in 1847, the new government in Monrovia began pacifying the
en|Dan people. By the early 1900s, peace had been achieved, and administrative controls had been
en|The Dan are primarily a farming people who annually clear forest land to grow their
en|staple foods and cash crops, such as rice, cassava, sweet potatoes, and a variety of
en|maize. Today, they also grow cocoa, coffee, and rubber. Women are given a small plot
en|of ground on which to grow their own vegetables to use in the households or
en|to sell in the market. Greens are gathered from domestic and wild plants in the
en|forest. Palm oil is extracted from the many wild palm oil trees and then used
en|Dan men do most of the agricultural work, but women help with the harvesting and
en|weeding. Men also do all of the hunting and most of the fishing, while women
en|tend to such domestic duties as caring for the children and preparing the meals. Children
en|help by chasing cattle, or wild animals and birds away from the crops. The Dan
en|also raise livestock such as cattle, cow, sheep, and goats, fowls, and chicken. Some of
en|these animals (white ones) are eaten only on special ritual occasions involving much feasting, or
en|The basic unit of Dan culture is the family. Dan culture is patrilineal and polygamous,
en|so this unit comprises a husband, one or more wives and their children. Lineages, or
en|groups of people descended from a common ancestor in the paternal line, live in distinct
en|sections of the town, which are called quarters in Liberian English. Towns group together under
en|Dan arts are notable for wood sculpture, including a huge variety of masks, each with
en|unique forms and purposes. Dan masks are the most important art form of the Dan
en|Dan men have their own fraternal societies, which marks their initiation into manhood and guides
en|them throughout their lives. Men's societies, curator Barbara Johnson writes, "form the real socio-political unit
en|of power in the Dan community today, as they did in the past." These societies
en|controlled by the elders and acts as a source of power for the community. Boys
en|initiated into the society are prepared to encounter the mysteries of the spirit world and
en|These societies demonstrate their power and effectiveness through masquerades, wherein they call upon and control
